"fielder_name","player_id","team_name","primary_position","primary_position_name","total_throws","total_throws_1b","total_throws_2b","total_throws_3b","total_throws_ss","total_throws_lf","total_throws_cf","total_throws_rf","total_throws_inf","total_throws_of","max_arm_strength","arm_1b","arm_2b","arm_3b","arm_ss","arm_lf","arm_cf","arm_rf","arm_inf","arm_of","arm_overall"
"Beck, Jordan","687597","NA","7","Left Fielder","71","0","0","0","0","51","0","20","0","71","91.3",,,,,"84.2",,,,"89.1","89.1"
"Soderstrom, Tyler","691016","NA","7","Left Fielder","179","0","0","0","0","179","0","0","0","179","96",,,,,"91.2",,,,"91.2","91.2"
"Chourio, Jackson","694192","NA","7","Left Fielder","74","0","0","0","0","51","21","2","0","74","94.1",,,,,"87.3",,,,"89.6","89.6"
"Langford, Wyatt","694671","NA","7","Left Fielder","63","0","0","0","0","49","14","0","0","63","86.3",,,,,,,,,"83.9","83.9"
"Lile, Daylen","695734","NA","7","Left Fielder","106","0","0","0","0","104","0","2","0","106","87.7",,,,,"83.7",,,,"83.7","83.7"
"Osuna, Alejandro","696030","NA","7","Left Fielder","83","0","0","0","0","78","3","2","0","83","88.4",,,,,"85.1",,,,"84.8","84.8"
"Anthony, Roman","701350","NA","7","Left Fielder","56","0","0","0","0","54","0","2","0","56","92.9",,,,,"89.9",,,,"89.9","89.9"
"Church, Nathan","701675","NA","7","Left Fielder","123","0","0","0","0","93","26","4","0","123","97.1",,,,,"90.3",,,,"90.9","90.9"
"Simpson, Chandler","802415","NA","7","Left Fielder","186","0","0","0","0","186","0","0","0","186","96.1",,,,,"87.3",,,,"87.3","87.3"
"Antonacci, Sam","803011","NA","7","Left Fielder","114","0","12","0","0","102","0","0","12","102","92.5",,,,,"86.7",,,,"86.7","86.7"
"Trout, Mike","545361","NA","8","Center Fielder","173","0","0","0","0","0","173","0","0","173","93.2",,,,,,"86.7",,,"86.7","86.7"
"Taylor, Tyrone","621438","NA","8","Center Fielder","90","0","0","0","0","26","34","30","0","90","92.4",,,,,,,,,"90.1","90.1"
"Buxton, Byron","621439","NA","8","Center Fielder","116","0","0","0","0","0","116","0","0","116","92.7",,,,,,"84.9",,,"84.9","84.9"
"Mullins, Cedric","656775","NA","8","Center Fielder","167","0","0","0","0","0","167","0","0","167","89.8",,,,,,"83.3",,,"83.3","83.3"
"Thomas, Lane","657041","NA","8","Center Fielder","104","0","0","0","0","26","56","22","0","104","94.8",,,,,,"87.6",,,"90.9","90.9"
"Varsho, Daulton","662139","NA","8","Center Fielder","208","0","0","0","0","0","208","0","0","208","89.7",,,,,,"78.3",,,"78.3","78.3"
"Grisham, Trent","663757","NA","8","Center Fielder","171","0","0","0","0","0","171","0","0","171","90.2",,,,,,"82.5",,,"82.5","82.5"
"Vierling, Matt","663837","NA","8","Center Fielder","137","0","0","0","0","8","117","12","0","137","87.2",,,,,,"80.4",,,"81.6","81.6"
"Bader, Harrison","664056","NA","8","Center Fielder","74","0","0","0","0","0","74","0","0","74","93.1",,,,,,"85.1",,,"85.1","85.1"
"Isbel, Kyle","664728","NA","8","Center Fielder","147","0","0","0","0","0","147","0","0","147","87.5",,,,,,"81.3",,,"81.3","81.3"
"McCarthy, Jake","664983","NA","8","Center Fielder","186","0","0","0","0","47","137","2","0","186","83.4",,,,,,"78.2",,,"78.2","78.2"
"Taveras, Leody","665750","NA","8","Center Fielder","145","0","0","0","0","0","145","0","0","145","98.2",,,,,,"91.7",,,"91.7","91.7"
"Cruz, Oneil","665833","NA","8","Center Fielder","170","0","0","0","0","0","170","0","0","170","101.9",,,,,,"97.8",,,"97.8","97.8"
"Trammell, Taylor","666211","NA","8","Center Fielder","54","0","0","0","0","13","40","1","0","54","84.2",,,,,,,,,"79.7","79.7"
"Myers, Dane","667472","NA","8","Center Fielder","69","0","0","0","0","0","69","0","0","69","96.5",,,,,,"94.5",,,"94.5","94.5"
"Mitchell, Garrett","669003","NA","8","Center Fielder","167","0","0","0","0","0","167","0","0","167","96",,,,,,"92.7",,,"92.7","92.7"
"Friedl, TJ","670770","NA","8","Center Fielder","138","0","0","0","0","29","109","0","0","138","89.9",,,,,,"83.7",,,"83.9","83.9"
"Butler, Lawrence","671732","NA","8","Center Fielder","125","0","0","0","0","0","63","62","0","125","91.3",,,,,,"81.5","86.1",,"84.4","84.4"
"Harris II, Michael","671739","NA","8","Center Fielder","163","0","0","0","0","7","156","0","0","163","92.6",,,,,,"86.3",,,"85.9","85.9"
"Peters, Tristan","671976","NA","8","Center Fielder","138","0","0","0","0","4","112","22","0","138","87.4",,,,,,"83.3",,,"83.1","83.1"
"Clarke, Denzel","672016","NA","8","Center Fielder","62","0","0","0","0","0","62","0","0","62","91.4",,,,,,"88.9",,,"88.9","88.9"
"Robert Jr., Luis","673357","NA","8","Center Fielder","81","0","0","0","0","0","81","0","0","81","91.7",,,,,,"85.2",,,"85.2","85.2"
"Meyers, Jake","676694","NA","8","Center Fielder","57","0","0","0","0","0","57","0","0","57","84.8",,,,,,"80.6",,,"80.6","80.6"
"Rodríguez, Julio","677594","NA","8","Center Fielder","214","0","0","0","0","0","214","0","0","214","97.8",,,,,,"92.2",,,"92.2","92.2"
"Thomas, Alek","677950","NA","8","Center Fielder","90","0","0","0","0","0","90","0","0","90","86.9",,,,,,"80.9",,,"80.9","80.9"
"Barrosa, Jorge","678489","NA","8","Center Fielder","101","0","0","0","0","22","58","21","0","101","91",,,,,,"84",,,"83.8","83.8"
"Rafaela, Ceddanne","678882","NA","8","Center Fielder","188","0","0","0","0","0","188","0","0","188","97.3",,,,,,"90.2",,,"90.2","90.2"
"Kwan, Steven","680757","NA","8","Center Fielder","162","0","0","0","0","68","94","0","0","162","92.4",,,,,"85.9","87.8",,,"87","87"
"Outman, James","681546","NA","8","Center Fielder","54","0","0","0","0","19","26","9","0","54","89.7",,,,,,,,,"86.6","86.6"
"Pages, Andy","681624","NA","8","Center Fielder","197","0","0","0","0","0","197","0","0","197","97.5",,,,,,"94",,,"94","94"
"Schneemann, Daniel","682177","NA","8","Center Fielder","163","0","51","32","17","0","63","0","100","63","95.8",,,,,,"88.7",,"84.4","88.7","88.7"
"Acuña, Luisangel","682668","NA","8","Center Fielder","135","0","1","0","73","0","61","0","74","61","94.6",,,,,,"86.9",,,"86.9","86.9"
"Doyle, Brenton","686668","NA","8","Center Fielder","106","0","0","0","0","0","106","0","0","106","98.9",,,,,,"92.7",,,"92.7","92.7"
"Scott II, Victor","687363","NA","8","Center Fielder","152","0","0","0","0","0","152","0","0","152","91.3",,,,,,"86.7",,,"86.7","86.7"
"Gilbert, Drew","687551","NA","8","Center Fielder","125","0","0","0","0","12","99","14","0","125","92.4",,,,,,"88.7",,,"88.5","88.5"
"Crow-Armstrong, Pete","691718","NA","8","Center Fielder","209","0","0","0","0","0","209","0","0","209","101",,,,,,"92.2",,,"92.2","92.2"
"Carter, Evan","694497","NA","8","Center Fielder","142","0","0","0","0","0","142","0","0","142","90.7",,,,,,"85.6",,,"85.6","85.6"
"Matthews, Brice","694728","NA","8","Center Fielder","152","0","51","1","0","27","73","0","52","100","93.8",,,,,,"87.1",,,"88.3","88.3"
"Young, Jacob","696285","NA","8","Center Fielder","157","0","0","0","0","0","157","0","0","157","94.2",,,,,,"86.2",,,"86.2","86.2"
"Merrill, Jackson","701538","NA","8","Center Fielder","106","0","0","0","0","0","106","0","0","106","95.6",,,,,,"90.5",,,"90.5","90.5"
"Crawford, Justin","702222","NA","8","Center Fielder","162","0","0","0","0","0","162","0","0","162","85.9",,,,,,"81.1",,,"81.1","81.1"
"Bolte, Henry","703607","NA","8","Center Fielder","56","0","0","0","0","0","56","0","0","56","97.2",,,,,,"90",,,"90","90"
"Marsee, Jakob","805300","NA","8","Center Fielder","173","0","0","0","0","0","173","0","0","173","95",,,,,,"89.4",,,"89.4","89.4"
"Ewing, A.J.","805999","NA","8","Center Fielder","56","0","0","0","0","0","56","0","0","56","96.3",,,,,,"89.9",,,"89.9","89.9"
"Waldschmidt, Ryan","814439","NA","8","Center Fielder","87","0","0","0","0","12","75","0","0","87","90.5",,,,,,"86.1",,,"85.6","85.6"
"Castellanos, Nick","592206","NA","9","Right Fielder","60","5","0","0","0","10","0","45","0","55","82.1",,,,,,,,,"80.5","80.5"
"Judge, Aaron","592450","NA","9","Right Fielder","148","0","0","0","0","0","0","148","0","148","95.4",,,,,,,"89.6",,"89.6","89.6"
"Nimmo, Brandon","607043","NA","9","Right Fielder","145","0","0","0","0","0","0","145","0","145","91.8",,,,,,,"86.4",,"86.4","86.4"
"Fraley, Jake","641584","NA","9","Right Fielder","52","0","0","0","0","0","0","52","0","52","91.9",,,,,,,"88.3",,"88.3","88.3"
"O'Neill, Tyler","641933","NA","9","Right Fielder","62","0","0","0","0","0","0","62","0","62","92.2",,,,,,,"90.3",,"90.3","90.3"
"White, Eli","642201","NA","9","Right Fielder","52","0","0","0","0","21","17","14","0","52","88.3",,,,,,,,,"81.7","81.7"
"Hill, Derek","656537","NA","9","Right Fielder","66","0","0","0","0","3","24","39","0","66","92.4",,,,,,,,,"87.3","87.3"
"O'Hearn, Ryan","656811","NA","9","Right Fielder","108","32","0","0","0","0","0","76","0","76","84.8",,,,,,,"81.3",,"81.3","81.3"
"Acuña Jr., Ronald","660670","NA","9","Right Fielder","139","0","0","0","0","0","0","139","0","139","97.8",,,,,,,"93.9",,"93.9","93.9"
"Sánchez, Jesús","660821","NA","9","Right Fielder","108","0","0","0","0","31","0","77","0","108","97.4",,,,,,,"87.7",,"86.7","86.7"
"Tucker, Kyle","663656","NA","9","Right Fielder","146","0","0","0","0","0","0","146","0","146","90.3",,,,,,,"85.2",,"85.2","85.2"
"Straw, Myles","664702","NA","9","Right Fielder","89","0","0","0","0","21","32","36","0","89","93.6",,,,,,,,,"85.7","85.7"
"Tatis Jr., Fernando","665487","NA","9","Right Fielder","238","0","124","0","0","0","0","114","124","114","100.8",,"85.9",,,,,"93.3","85.9","93.3","93.3"
"Cortes, Carlos","666126","NA","9","Right Fielder","74","0","0","0","0","9","0","65","0","74","91.6",,,,,,,"89.3",,"89","89"
"Adell, Jo","666176","NA","9","Right Fielder","176","0","0","0","0","10","2","164","0","176","91.8",,,,,,,"87.5",,"87.5","87.5"
"Benson, Will","666181","NA","9","Right Fielder","76","0","0","0","0","8","11","57","0","76","88.6",,,,,,,"86.9",,"86.7","86.7"
"García, Adolis","666969","NA","9","Right Fielder","169","0","0","0","0","0","1","168","0","169","95.8",,,,,,,"92.3",,"92.3","92.3"
"Vilade, Ryan","668723","NA","9","Right Fielder","80","21","1","0","0","17","0","41","1","58","91.3",,,,,,,,,"88.1","88.1"
"Martin, Austin","668885","NA","9","Right Fielder","158","0","0","0","0","51","14","93","0","158","91.6",,,,,"84.9",,"87.9",,"86.9","86.9"
"Raley, Luke","670042","NA","9","Right Fielder","128","0","0","0","0","1","3","124","0","128","97.9",,,,,,,"89",,"89","89"
"Wallner, Matt","670242","NA","9","Right Fielder","94","0","0","0","0","0","0","94","0","94","99.3",,,,,,,"94.5",,"94.5","94.5"
"Freeman, Tyler","671289","NA","9","Right Fielder","100","0","17","0","0","0","2","81","17","83","94.1",,,,,,,"91.7",,"91.7","91.7"
"Pérez, Wenceel","672761","NA","9","Right Fielder","119","0","0","0","0","0","24","95","0","119","85.8",,,,,,,"83.4",,"83.6","83.6"
"Suzuki, Seiya","673548","NA","9","Right Fielder","120","0","0","0","0","0","0","120","0","120","92.9",,,,,,,"89.1",,"89.1","89.1"
"DeLuca, Jonny","676356","NA","9","Right Fielder","106","0","0","0","0","0","29","77","0","106","92.9",,,,,,,"90.3",,"88.9","88.9"
"Abreu, Wilyer","677800","NA","9","Right Fielder","196","0","0","0","0","0","0","196","0","196","99.9",,,,,,,"94.7",,"94.7","94.7"
"Cowser, Colton","681297","NA","9","Right Fielder","99","0","0","0","0","9","34","56","0","99","97.2",,,,,,,"90.3",,"90","90"
"Carpenter, Kerry","681481","NA","9","Right Fielder","62","0","0","0","0","7","0","55","0","62","92",,,,,,,"84.6",,"84.3","84.3"
"Carroll, Corbin","682998","NA","9","Right Fielder","172","0","0","0","0","0","0","172","0","172","86.5",,,,,,,"81.2",,"81.2","81.2"
"Caissie, Owen","683357","NA","9","Right Fielder","113","0","0","0","0","0","0","113","0","113","92.2",,,,,,,"89.9",,"89.9","89.9"
"Frelick, Sal","686217","NA","9","Right Fielder","161","0","0","0","0","0","0","161","0","161","90.4",,,,,,,"83.2",,"83.2","83.2"
"Beavers, Dylan","687637","NA","9","Right Fielder","62","0","0","0","0","7","9","46","0","62","91.2",,,,,,,,,"88.4","88.4"
"Johnston, Troy","687859","NA","9","Right Fielder","187","55","0","0","0","53","0","79","0","132","85.9",,,,,"83",,"82.9",,"82.9","82.9"
"Walker, Jordan","691023","NA","9","Right Fielder","167","0","0","0","0","0","0","167","0","167","102",,,,,,,"95.9",,"95.9","95.9"
"Caglianone, Jac","695506","NA","9","Right Fielder","118","5","0","0","0","0","0","113","0","113","102.7",,,,,,,"97.6",,"97.6","97.6"
"Wood, James","695578","NA","9","Right Fielder","101","0","0","0","0","21","0","80","0","101","95.7",,,,,,,"86.9",,"87","87"
"Smith, Cam","701358","NA","9","Right Fielder","204","0","0","0","0","0","0","204","0","204","97.1",,,,,,,"89.6",,"89.6","89.6"
"Benge, Carson","701807","NA","9","Right Fielder","190","0","0","0","0","44","24","122","0","190","101.6",,,,,,,"95.2",,"94.4","94.4"
"DeLauter, Chase","800050","NA","9","Right Fielder","100","0","0","0","0","0","0","100","0","100","89.5",,,,,,,"86.2",,"86.2","86.2"
"Lee, Jung Hoo","808982","NA","9","Right Fielder","155","0","0","0","0","0","14","141","0","155","95.4",,,,,,,"90.3",,"90","90"
