"fielder_name","player_id","team_name","primary_position","primary_position_name","total_throws","total_throws_1b","total_throws_2b","total_throws_3b","total_throws_ss","total_throws_lf","total_throws_cf","total_throws_rf","total_throws_inf","total_throws_of","max_arm_strength","arm_1b","arm_2b","arm_3b","arm_ss","arm_lf","arm_cf","arm_rf","arm_inf","arm_of","arm_overall"
"Bryant, Kris","592178","NA","5","Third Baseman","421","35","0","155","1","108","37","85","156","230","89.9",,,"83.3",,"86.3",,"85.6","83.3","85.9","85.9"
"Dozier, Hunter","641531","NA","5","Third Baseman","388","77","0","136","0","33","0","142","136","175","87.6",,,"83.3",,,,"85.1","83.3","85","85"
"Arraez, Luis","650333","NA","5","Third Baseman","449","0","178","207","0","64","0","0","385","64","93",,"80","84.4",,"90.4",,,"83.5","90.4","90.4"
"Tatis Jr., Fernando","665487","NA","6","Shortstop","501","0","0","0","446","0","23","32","446","55","98.4",,,,"92.2",,,,"92.2","97.1","97.1"
"Peralta, David","444482","NA","7","Left Fielder","424","0","0","0","0","424","0","0","0","424","89.8",,,,,"81.8",,,,"81.8","81.8"
"McCutchen, Andrew","457705","NA","7","Left Fielder","340","0","0","0","0","340","0","0","0","340","87.3",,,,,"80.5",,,,"80.5","80.5"
"Upton, Justin","457708","NA","7","Left Fielder","205","0","0","0","0","205","0","0","0","205","86.8",,,,,"81.7",,,,"81.7","81.7"
"Parra, Gerardo","467827","NA","7","Left Fielder","57","0","0","0","0","32","20","5","0","57","94.1",,,,,,,,,"92.7","92.7"
"Brantley, Michael","488726","NA","7","Left Fielder","206","0","0","0","0","190","0","16","0","206","93.1",,,,,"85.1",,,,"86.3","86.3"
"Almonte, Abraham","501659","NA","7","Left Fielder","106","0","0","0","0","100","0","6","0","106","88.7",,,,,"84.5",,,,"85.6","85.6"
"Pham, Tommy","502054","NA","7","Left Fielder","302","0","0","0","0","279","18","5","0","302","92.5",,,,,"85.6",,,,"85.6","85.6"
"Ozuna, Marcell","542303","NA","7","Left Fielder","126","0","0","0","0","126","0","0","0","126","82.1",,,,,"76.9",,,,"76.9","76.9"
"Dickerson, Alex","543105","NA","7","Left Fielder","171","0","0","0","0","171","0","0","0","171","84.5",,,,,"79.8",,,,"79.8","79.8"
"Grossman, Robbie","543257","NA","7","Left Fielder","400","0","0","0","0","197","0","203","0","400","87.7",,,,,"83.2",,"85.9",,"84.9","84.9"
"Alford, Anthony","546990","NA","7","Left Fielder","117","0","0","0","0","99","15","3","0","117","85.1",,,,,"81.6",,,,"81.6","81.6"
"Pollock, AJ","572041","NA","7","Left Fielder","246","0","0","0","0","235","11","0","0","246","93.5",,,,,"86",,,,"86.2","86.2"
"Dickerson, Corey","572816","NA","7","Left Fielder","217","0","0","0","0","197","14","6","0","217","80.9",,,,,"75.7",,,,"76.3","76.3"
"Canha, Mark","592192","NA","7","Left Fielder","430","1","0","0","0","275","81","73","0","429","88.8",,,,,"81.3","81.5","76.4",,"81","81"
"Gamel, Ben","592325","NA","7","Left Fielder","311","3","0","0","0","223","36","49","0","308","90.2",,,,,"84.2",,,,"84.5","84.5"
"Pederson, Joc","592626","NA","7","Left Fielder","241","0","0","0","0","132","50","59","0","241","88.7",,,,,"82.3","83.8","87.3",,"84.3","84.3"
"Rosario, Eddie","592696","NA","7","Left Fielder","223","0","0","0","0","223","0","0","0","223","93.2",,,,,"88.9",,,,"88.9","88.9"
"Yelich, Christian","592885","NA","7","Left Fielder","283","0","0","0","0","283","0","0","0","283","85.5",,,,,"79.6",,,,"79.6","79.6"
"Gosselin, Phil","594838","NA","7","Left Fielder","270","45","14","94","0","117","0","0","108","117","85.5",,,"75.5",,"81.6",,,"74.7","81.6","81.6"
"Profar, Jurickson","595777","NA","7","Left Fielder","285","53","38","0","0","96","48","50","38","194","88.5",,,,,"84.3",,"84.8",,"84.5","84.5"
"Arcia, Orlando","606115","NA","7","Left Fielder","86","0","7","9","20","50","0","0","36","50","91.9",,,,,"91",,,,"91","91"
"Tapia, Raimel","606132","NA","7","Left Fielder","323","0","0","0","0","315","4","4","0","323","93.9",,,,,"86.6",,,,"86.5","86.5"
"Aquino, Aristides","606157","NA","7","Left Fielder","125","0","0","0","0","74","20","31","0","125","99.8",,,,,"95.6",,,,"94.5","94.5"
"Beaty, Matt","607461","NA","7","Left Fielder","124","55","0","6","0","45","0","18","6","63","79.1",,,,,,,,,"78","78"
"Winker, Jesse","608385","NA","7","Left Fielder","285","0","0","0","0","280","1","4","0","285","93.7",,,,,"85.3",,,,"85.2","85.2"
"Andujar, Miguel","609280","NA","7","Left Fielder","116","2","0","7","0","107","0","0","7","107","90.9",,,,,"88.2",,,,"88.2","88.2"
"Cordero, Franchy","614173","NA","7","Left Fielder","116","33","0","0","0","78","0","5","0","83","89.5",,,,,"80.7",,,,"81.7","81.7"
"Schrock, Max","621011","NA","7","Left Fielder","88","3","29","6","0","50","0","0","35","50","85.9",,,,,"81.6",,,,"81.6","81.6"
"Dahl, David","621311","NA","7","Left Fielder","104","0","0","0","0","78","2","24","0","104","92.6",,,,,"83.5",,,,"84","84"
"Taylor, Tyrone","621438","NA","7","Left Fielder","167","0","0","0","0","78","42","47","0","167","94.8",,,,,"87.6",,,,"88.4","88.4"
"Brinson, Lewis","621446","NA","7","Left Fielder","220","0","0","0","0","137","75","8","0","220","95.5",,,,,"87.1","86.8",,,"87","87"
"Stewart, DJ","621466","NA","7","Left Fielder","195","0","0","0","0","105","0","90","0","195","89.1",,,,,"85.6",,"85.3",,"85.5","85.5"
"Ramírez, Harold","623912","NA","7","Left Fielder","300","1","0","0","0","137","60","102","0","299","88.5",,,,,"80.7","82.1","82.8",,"81.9","81.9"
"Hernandez, Yadiel","628450","NA","7","Left Fielder","168","0","0","0","0","147","0","21","0","168","87.2",,,,,"80.7",,,,"80.3","80.3"
"Frazier, Clint","640449","NA","7","Left Fielder","131","0","0","0","0","69","0","62","0","131","94.2",,,,,"90.8",,"91.4",,"91.1","91.1"
"Meadows, Austin","640457","NA","7","Left Fielder","215","0","0","0","0","210","0","5","0","215","88.1",,,,,"83.4",,,,"83.6","83.6"
"Mercado, Óscar","640458","NA","7","Left Fielder","207","0","0","0","0","138","23","46","0","207","90.2",,,,,"83.5",,,,"84.2","84.2"
"Calhoun, Willie","641432","NA","7","Left Fielder","115","0","0","0","0","115","0","0","0","115","86.2",,,,,"82",,,,"82","82"
"Fraley, Jake","641584","NA","7","Left Fielder","177","0","0","0","0","125","42","10","0","177","89.9",,,,,"85.2",,,,"85.7","85.7"
"Martin, Jason","641829","NA","7","Left Fielder","113","0","0","0","0","105","6","2","0","113","83.2",,,,,"79",,,,"78.7","78.7"
"O'Neill, Tyler","641933","NA","7","Left Fielder","353","0","0","0","0","353","0","0","0","353","94.2",,,,,"89.5",,,,"89.5","89.5"
"Smith, Dominic","642086","NA","7","Left Fielder","261","26","0","0","0","235","0","0","0","235","88.8",,,,,"81.6",,,,"81.6","81.6"
"White, Eli","642201","NA","7","Left Fielder","176","0","22","0","0","75","60","19","22","154","92",,,,,"86.2","87.5",,,"87.3","87.3"
"Benintendi, Andrew","643217","NA","7","Left Fielder","356","0","0","0","0","356","0","0","0","356","91.6",,,,,"83",,,,"83","83"
"Long Jr., Shed","643418","NA","7","Left Fielder","106","0","42","0","0","64","0","0","42","64","91.9",,,,,"88.9",,,,"88.9","88.9"
"Tauchman, Mike","643565","NA","7","Left Fielder","112","0","0","0","0","64","30","18","0","112","87.8",,,,,"84.2",,,,"83.6","83.6"
"Jiménez, Eloy","650391","NA","7","Left Fielder","92","0","0","0","0","92","0","0","0","92","86.1",,,,,"80.2",,,,"80.2","80.2"
"Joe, Connor","656582","NA","7","Left Fielder","126","36","0","0","0","90","0","0","0","90","91.4",,,,,"88.5",,,,"88.5","88.5"
"Schwarber, Kyle","656941","NA","7","Left Fielder","231","25","0","0","0","206","0","0","0","206","91.3",,,,,"82.9",,,,"82.9","82.9"
"Verdugo, Alex","657077","NA","7","Left Fielder","440","0","0","0","0","261","127","52","0","440","96.4",,,,,"90.9","88.9","89.9",,"90.4","90.4"
"Larnach, Trevor","663616","NA","7","Left Fielder","233","0","0","0","0","184","0","49","0","233","89.4",,,,,"85.4",,,,"85.6","85.6"
"McKenna, Ryan","663630","NA","7","Left Fielder","163","0","0","0","0","84","46","33","0","163","95.2",,,,,"89.5",,,,"89","89"
"Happ, Ian","664023","NA","7","Left Fielder","338","0","14","0","0","159","140","25","14","324","90.1",,,,,"84.1","84.6",,,"84.5","84.5"
"Haggerty, Sam","664059","NA","7","Left Fielder","87","0","9","0","0","60","8","10","9","78","89.4",,,,,"84.3",,,,"85.6","85.6"
"Tom, Ka'ai","664789","NA","7","Left Fielder","99","0","0","0","0","86","0","13","0","99","87.4",,,,,"83.9",,,,"84.2","84.2"
"Gurriel Jr., Lourdes","666971","NA","7","Left Fielder","319","16","0","0","0","303","0","0","0","303","94.2",,,,,"88.2",,,,"88.2","88.2"
"Rooker, Brent","667670","NA","7","Left Fielder","115","0","0","0","0","100","0","15","0","115","88.9",,,,,"83.7",,,,"85.3","85.3"
"Arozarena, Randy","668227","NA","7","Left Fielder","292","0","0","0","0","166","2","124","0","292","90.1",,,,,"84.7",,"85.6",,"85.1","85.1"
"Hays, Austin","669720","NA","7","Left Fielder","379","0","0","0","0","240","8","131","0","379","94.8",,,,,"91.7",,"91.9",,"91.9","91.9"
"Vaughn, Andrew","683734","NA","7","Left Fielder","250","24","1","7","0","180","0","38","8","218","90.8",,,,,"86.7",,,,"87.1","87.1"
"Cain, Lorenzo","456715","NA","8","Center Fielder","187","0","0","0","0","0","187","0","0","187","88.7",,,,,,"83.6",,,"83.6","83.6"
"Gardner, Brett","458731","NA","8","Center Fielder","315","0","0","0","0","76","239","0","0","315","88.8",,,,,"84.5","84",,,"84.1","84.1"
"Lagares, Juan","501571","NA","8","Center Fielder","249","0","0","0","0","40","127","82","0","249","93.1",,,,,,"83.2","90.7",,"88","88"
"Dyson, Jarrod","502481","NA","8","Center Fielder","155","0","0","0","0","24","79","52","0","155","91.5",,,,,,"84.8","86.3",,"86.3","86.3"
"Marte, Starling","516782","NA","8","Center Fielder","393","0","0","0","0","0","393","0","0","393","97.2",,,,,,"88.2",,,"88.2","88.2"
"Inciarte, Ender","542255","NA","8","Center Fielder","66","0","0","0","0","1","65","0","0","66","92.9",,,,,,"90.9",,,"90.9","90.9"
"Ortega, Rafael","542364","NA","8","Center Fielder","225","0","0","0","0","9","202","14","0","225","91.3",,,,,,"86.5",,,"86.3","86.3"
"Santana, Danny","542454","NA","8","Center Fielder","100","47","0","0","0","13","40","0","0","53","93.2",,,,,,,,,"90.6","90.6"
"Hicks, Aaron","543305","NA","8","Center Fielder","63","0","0","0","0","0","63","0","0","63","96.1",,,,,,"86.6",,,"86.6","86.6"
"Springer, George","543807","NA","8","Center Fielder","93","0","0","0","0","0","90","3","0","93","95.7",,,,,,"88.6",,,"88.2","88.2"
"Grichuk, Randal","545341","NA","8","Center Fielder","297","0","0","0","0","0","218","79","0","297","90.5",,,,,,"87","87.2",,"87.1","87.1"
"Marisnick, Jake","545350","NA","8","Center Fielder","124","0","0","0","0","25","96","3","0","124","94.2",,,,,,"84.3",,,"85","85"
"Trout, Mike","545361","NA","8","Center Fielder","88","0","0","0","0","0","88","0","0","88","94.2",,,,,,"88.6",,,"88.6","88.6"
"Herrera, Odúbel","546318","NA","8","Center Fielder","331","0","0","0","0","48","283","0","0","331","86.9",,,,,,"83.6",,,"83.3","83.3"
"Hamilton, Billy","571740","NA","8","Center Fielder","106","0","0","0","0","20","86","0","0","106","95.1",,,,,,"88.2",,,"88.9","88.9"
"Hernández, Enrique","571771","NA","8","Center Fielder","480","0","211","0","12","0","257","0","223","257","93.6",,"79.8",,,,"90.4",,"79.8","90.4","90.4"
"Naquin, Tyler","571980","NA","8","Center Fielder","300","0","0","0","0","47","205","48","0","300","98.3",,,,,,"92.2",,,"92.6","92.6"
"Taylor, Michael A.","572191","NA","8","Center Fielder","492","0","0","0","0","0","492","0","0","492","99.5",,,,,,"92.6",,,"92.6","92.6"
"Jones, JaCoby","592444","NA","8","Center Fielder","78","0","0","0","0","4","74","0","0","78","84.4",,,,,,"79.5",,,"79.5","79.5"
"Kiermaier, Kevin","595281","NA","8","Center Fielder","276","0","0","0","0","0","276","0","0","276","96.5",,,,,,"92",,,"92","92"
"Cave, Jake","595909","NA","8","Center Fielder","146","0","0","0","0","57","68","21","0","146","90.6",,,,,"82.4","83.2",,,"83.3","83.3"
"Slater, Austin","596103","NA","8","Center Fielder","193","0","0","0","0","40","127","26","0","193","95.3",,,,,,"87.4",,,"87.3","87.3"
"Bradley Jr., Jackie","598265","NA","8","Center Fielder","304","0","0","0","0","28","249","27","0","304","99.3",,,,,,"92.5",,,"91.7","91.7"
"Daza, Yonathan","602074","NA","8","Center Fielder","230","0","0","0","0","20","154","56","0","230","92.7",,,,,,"87.2","88.8",,"88","88"
"Zimmer, Bradley","605548","NA","8","Center Fielder","259","0","0","0","0","6","153","100","0","259","94.7",,,,,,"88.4","91.8",,"90.2","90.2"
"Marte, Ketel","606466","NA","8","Center Fielder","304","0","83","0","0","0","221","0","83","221","89.9",,"80.3",,,,"85.8",,"80.3","85.8","85.8"
"Nimmo, Brandon","607043","NA","8","Center Fielder","238","0","0","0","0","9","229","0","0","238","92.2",,,,,,"85.1",,,"85.1","85.1"
"Pillar, Kevin","607680","NA","8","Center Fielder","228","0","0","0","0","58","135","35","0","228","93.4",,,,,"83.9","84.7",,,"86.1","86.1"
"Jankowski, Travis","608671","NA","8","Center Fielder","103","0","0","0","0","9","91","3","0","103","87.1",,,,,,"82.4",,,"82.8","82.8"
"Refsnyder, Rob","608701","NA","8","Center Fielder","118","0","0","0","0","28","62","28","0","118","92.4",,,,,,"87.7",,,"88.3","88.3"
"Taylor, Chris","621035","NA","8","Center Fielder","519","0","165","29","123","58","126","18","317","202","90.1",,"82.6",,"80.4","87","84.8",,"81.9","85.8","85.8"
"Phillips, Brett","621433","NA","8","Center Fielder","244","0","0","0","0","11","126","107","0","244","99.1",,,,,,"92","93.2",,"92.5","92.5"
"Buxton, Byron","621439","NA","8","Center Fielder","197","0","0","0","0","0","197","0","0","197","97.1",,,,,,"91.4",,,"91.4","91.4"
"Duggar, Steven","621453","NA","8","Center Fielder","214","0","0","0","0","3","208","3","0","214","94.5",,,,,,"87.1",,,"87","87"
"Gordon, Nick","624503","NA","8","Center Fielder","221","0","58","3","46","21","92","1","107","114","90.3",,,,,,"86.3",,"84.7","86.6","86.6"
"Heredia, Guillermo","628338","NA","8","Center Fielder","265","0","0","0","0","14","251","0","0","265","94.2",,,,,,"88.7",,,"88.5","88.5"
"Bellinger, Cody","641355","NA","8","Center Fielder","223","15","0","0","0","0","200","8","0","208","98",,,,,,"89.1",,,"89.2","89.2"
"Davis, Jonathan","641505","NA","8","Center Fielder","77","0","0","0","0","1","76","0","0","77","87.9",,,,,,"81.5",,,"81.5","81.5"
"Engel, Adam","641553","NA","8","Center Fielder","109","0","0","0","0","3","77","29","0","109","89.3",,,,,,"85.8",,,"86","86"
"Hampson, Garrett","641658","NA","8","Center Fielder","461","0","194","4","7","0","256","0","205","256","89.5",,"74.6",,,,"85.4",,"74.8","85.4","85.4"
"Lewis, Kyle","641786","NA","8","Center Fielder","126","0","0","0","0","0","126","0","0","126","88.9",,,,,,"85.3",,,"85.3","85.3"
"Locastro, Tim","641796","NA","8","Center Fielder","120","0","0","0","0","28","74","18","0","120","86.1",,,,,,"79.3",,,"80.7","80.7"
"Sierra, Magneuris","642423","NA","8","Center Fielder","156","0","0","0","0","29","120","7","0","156","91",,,,,,"89.6",,,"89.4","89.4"
"Robles, Victor","645302","NA","8","Center Fielder","297","0","0","0","0","0","297","0","0","297","97",,,,,,"91.7",,,"91.7","91.7"
"De La Cruz, Bryan","650559","NA","8","Center Fielder","174","0","0","0","0","36","63","75","0","174","94.1",,,,,,"88.8","92",,"90.5","90.5"
"Hill, Derek","656537","NA","8","Center Fielder","127","0","0","0","0","0","127","0","0","127","94.4",,,,,,"88.8",,,"88.8","88.8"
"Hilliard, Sam","656541","NA","8","Center Fielder","192","0","0","0","0","30","126","36","0","192","94.4",,,,,,"90",,,"89.7","89.7"
"Luplow, Jordan","656669","NA","8","Center Fielder","113","29","2","0","0","14","48","20","2","82","90.7",,,,,,,,,"88.6","88.6"
"Mullins, Cedric","656775","NA","8","Center Fielder","524","0","0","0","0","0","524","0","0","524","90.6",,,,,,"84.4",,,"84.4","84.4"
"Peters, DJ","656847","NA","8","Center Fielder","181","0","0","0","0","51","88","42","0","181","98.7",,,,,"88.5","90.9",,,"90.5","90.5"
"Thomas, Lane","657041","NA","8","Center Fielder","185","0","2","0","0","8","162","13","2","183","94.2",,,,,,"89.5",,,"90.3","90.3"
"Laureano, Ramón","657656","NA","8","Center Fielder","268","0","0","0","0","0","249","19","0","268","95.3",,,,,,"90.1",,,"89.9","89.9"
"Grisham, Trent","663757","NA","8","Center Fielder","349","0","0","0","0","0","349","0","0","349","94.7",,,,,,"85.3",,,"85.3","85.3"
"Bader, Harrison","664056","NA","8","Center Fielder","349","0","0","0","0","0","349","0","0","349","94.3",,,,,,"87.1",,,"87.1","87.1"
"Stevenson, Andrew","664057","NA","8","Center Fielder","110","0","0","0","0","43","58","9","0","110","82.1",,,,,,"80.3",,,"80.5","80.5"
"Straw, Myles","664702","NA","8","Center Fielder","493","0","0","0","0","0","493","0","0","493","91.6",,,,,,"85.7",,,"85.7","85.7"
"McCarthy, Jake","664983","NA","8","Center Fielder","59","0","0","0","0","0","34","25","0","59","87.7",,,,,,,,,"83.5","83.5"
"Celestino, Gilberto","665482","NA","8","Center Fielder","72","0","0","0","0","1","63","8","0","72","94.1",,,,,,"90.2",,,"90.7","90.7"
"Pache, Cristian","665506","NA","8","Center Fielder","58","0","0","0","0","0","58","0","0","58","94.8",,,,,,"91.6",,,"91.6","91.6"
"Taveras, Leody","665750","NA","8","Center Fielder","164","0","0","0","0","0","164","0","0","164","98",,,,,,"93.3",,,"93.3","93.3"
"Trammell, Taylor","666211","NA","8","Center Fielder","162","0","0","0","0","50","112","0","0","162","86.4",,,,,"78.4","79.3",,,"79.1","79.1"
"García, Adolis","666969","NA","8","Center Fielder","429","0","0","0","0","21","244","164","0","429","96.4",,,,,,"89.7","91.8",,"90.7","90.7"
"Baddoo, Akil","668731","NA","8","Center Fielder","370","0","0","0","0","149","208","13","0","370","87.7",,,,,"81.2","83.3",,,"83","83"
"Reynolds, Bryan","668804","NA","8","Center Fielder","473","0","0","0","0","46","427","0","0","473","93.4",,,,,,"86.9",,,"87.1","87.1"
"Marsh, Brandon","669016","NA","8","Center Fielder","189","0","0","0","0","0","189","0","0","189","90.4",,,,,,"86",,,"86","86"
"Senzel, Nick","669222","NA","8","Center Fielder","94","0","26","6","0","0","62","0","32","62","89.1",,,,,,"85.8",,,"85.8","85.8"
"Kelenic, Jarred","672284","NA","8","Center Fielder","309","0","0","0","0","37","269","3","0","309","92.7",,,,,,"87.4",,,"87.6","87.6"
"Robert Jr., Luis","673357","NA","8","Center Fielder","191","0","0","0","0","0","191","0","0","191","91.2",,,,,,"85.9",,,"85.9","85.9"
"Akiyama, Shogo","673451","NA","8","Center Fielder","121","0","0","0","0","18","98","5","0","121","87.4",,,,,,"81.7",,,"81","81"
"Meyers, Jake","676694","NA","8","Center Fielder","122","0","0","0","0","6","109","7","0","122","89.5",,,,,,"85.5",,,"84.9","84.9"
"McCormick, Chas","676801","NA","8","Center Fielder","218","0","0","0","0","67","89","62","0","218","88.3",,,,,"84.2","84.3","84.8",,"84.6","84.6"
"Duran, Jarren","680776","NA","8","Center Fielder","68","0","0","0","0","3","65","0","0","68","89",,,,,,"86.7",,,"86.7","86.7"
"Blackmon, Charlie","453568","NA","9","Right Fielder","368","0","0","0","0","0","0","368","0","368","93.5",,,,,,,"88.7",,"88.7","88.7"
"Reddick, Josh","502210","NA","9","Right Fielder","103","0","0","0","0","2","9","92","0","103","87.3",,,,,,,"79.9",,"80.6","80.6"
"Heyward, Jason","518792","NA","9","Right Fielder","259","0","0","0","0","0","0","259","0","259","96.3",,,,,,,"90.1",,"90.1","90.1"
"García, Avisaíl","541645","NA","9","Right Fielder","280","0","0","0","0","0","2","278","0","280","94.3",,,,,,,"89.6",,"89.6","89.6"
"Harper, Bryce","547180","NA","9","Right Fielder","378","1","0","0","0","0","0","377","0","377","94.2",,,,,,,"89.8",,"89.8","89.8"
"Polanco, Gregory","570256","NA","9","Right Fielder","267","0","0","0","0","0","0","267","0","267","83.6",,,,,,,"80.3",,"80.3","80.3"
"Goodwin, Brian","571718","NA","9","Right Fielder","182","0","0","0","0","11","79","92","0","182","89.3",,,,,,"84.2","85.6",,"84.8","84.8"
"Haniger, Mitch","571745","NA","9","Right Fielder","406","0","0","0","0","0","0","406","0","406","93.6",,,,,,,"88.4",,"88.4","88.4"
"Myers, Wil","571976","NA","9","Right Fielder","315","0","0","0","0","26","0","289","0","315","90.6",,,,,,,"85.1",,"84.9","84.9"
"Piscotty, Stephen","572039","NA","9","Right Fielder","139","0","0","0","0","0","0","139","0","139","87",,,,,,,"82.8",,"82.8","82.8"
"Yastrzemski, Mike","573262","NA","9","Right Fielder","352","0","0","0","0","0","66","286","0","352","91.1",,,,,,"86","84.8",,"85.1","85.1"
"Castellanos, Nick","592206","NA","9","Right Fielder","317","0","0","0","0","0","0","317","0","317","85.7",,,,,,,"81.8",,"81.8","81.8"
"Judge, Aaron","592450","NA","9","Right Fielder","305","0","0","0","0","0","52","253","0","305","93.2",,,,,,"88.3","89.7",,"89.5","89.5"
"Renfroe, Hunter","592669","NA","9","Right Fielder","402","0","0","0","0","0","16","386","0","402","98.4",,,,,,,"94.6",,"94.5","94.5"
"Calhoun, Kole","594777","NA","9","Right Fielder","111","0","0","0","0","0","0","111","0","111","90.8",,,,,,,"88.9",,"88.9","88.9"
"Duvall, Adam","594807","NA","9","Right Fielder","380","0","0","0","0","143","59","178","0","380","93.3",,,,,"87","88.1","86.7",,"87.2","87.2"
"Eaton, Adam","594809","NA","9","Right Fielder","195","1","0","0","0","2","0","192","0","194","93.8",,,,,,,"91",,"91","91"
"Kepler, Max","596146","NA","9","Right Fielder","321","0","0","0","0","0","58","263","0","321","93.5",,,,,,"87.3","86.5",,"86.7","86.7"
"Betts, Mookie","605141","NA","9","Right Fielder","290","0","24","0","0","0","61","205","24","266","95.1",,,,,,"84.7","85",,"85.1","85.1"
"Hernández, Teoscar","606192","NA","9","Right Fielder","325","0","0","0","0","60","1","264","0","325","93",,,,,"82.7",,"88",,"87.3","87.3"
"Gallo, Joey","608336","NA","9","Right Fielder","400","0","0","0","0","138","0","262","0","400","97.6",,,,,"92.9",,"94.1",,"93.9","93.9"
"Mazara, Nomar","608577","NA","9","Right Fielder","86","0","0","0","0","0","0","86","0","86","91.3",,,,,,,"88.6",,"88.6","88.6"
"Ward, Taylor","621493","NA","9","Right Fielder","176","0","0","0","0","25","27","124","0","176","89.3",,,,,,,"86.5",,"85.7","85.7"
"Margot, Manuel","622534","NA","9","Right Fielder","314","0","0","0","0","43","60","211","0","314","92.9",,,,,,"84","86.8",,"86.3","86.3"
"Reyes, Victor","622682","NA","9","Right Fielder","132","0","0","0","0","0","42","90","0","132","93",,,,,,,"88.1",,"87.9","87.9"
"Santander, Anthony","623993","NA","9","Right Fielder","229","0","0","0","0","19","0","210","0","229","91.3",,,,,,,"88.6",,"88.4","88.4"
"Conforto, Michael","624424","NA","9","Right Fielder","321","0","0","0","0","0","0","321","0","321","93.8",,,,,,,"88.9",,"88.9","88.9"
"Soler, Jorge","624585","NA","9","Right Fielder","210","0","0","0","0","0","0","210","0","210","90.3",,,,,,,"85.2",,"85.2","85.2"
"Pinder, Chad","640461","NA","9","Right Fielder","208","0","23","22","24","57","0","82","69","139","89",,,,,"85.1",,"86.2",,"86.1","86.1"
"McKinney, Billy","641856","NA","9","Right Fielder","174","17","0","0","0","60","1","96","0","157","88.5",,,,,"84.6",,"84.5",,"84.5","84.5"
"Williams, Justin","642211","NA","9","Right Fielder","92","0","0","0","0","44","0","48","0","92","92.7",,,,,,,,,"88.8","88.8"
"Cooper, Garrett","643265","NA","9","Right Fielder","150","55","0","0","0","0","0","95","0","95","85.8",,,,,,,"83.2",,"83.2","83.2"
"Naylor, Josh","647304","NA","9","Right Fielder","179","44","0","0","0","0","0","135","0","135","95.5",,,,,,,"92",,"92","92"
"McKinstry, Zach","656716","NA","9","Right Fielder","166","0","73","31","0","14","0","48","104","62","93.2",,,,,,,,"83.9","91.5","91.5"
"Olivares, Edward","658668","NA","9","Right Fielder","81","0","0","0","0","27","14","40","0","81","89.8",,,,,,,,,"85.3","85.3"
"Tsutsugo, Yoshi","660294","NA","9","Right Fielder","154","82","0","0","0","25","0","47","0","72","85.8",,,,,,,,,"82.7","82.7"
"Acuña Jr., Ronald","660670","NA","9","Right Fielder","192","0","0","0","0","0","4","188","0","192","98.4",,,,,,,"94.3",,"94.1","94.1"
